0, 97887, 96913, 338, 39, 200.96, 2557
1, 97887, 97149, 102, 46, 199.08, 2550
2, 97887, 96913, 338, 55, 199.91, 2580
3, 97887, 97097, 145, 65, 220.38, 2557
