0, 97887, 95335, 1916, 29, 12.20, 180
1, 97887, 95451, 1800, 31, 8.62, 180
2, 97887, 95335, 1916, 34, 16.19, 180
3, 97887, 95499, 1743, 38, 18.39, 180
