0, 97887, 95395, 1856, 37, 195.65, 2557
1, 97887, 95511, 1740, 40, 187.68, 2565
2, 97887, 95395, 1856, 43, 194.52, 2580
3, 97887, 95559, 1683, 47, 195.41, 2565
