0, 97887, 96857, 394, 41, 200.71, 2565
1, 97887, 96933, 318, 48, 200.15, 2557
2, 97887, 96857, 394, 56, 207.91, 2587
3, 97887, 96981, 261, 64, 223.01, 2565
